|	|__name_enus	|__quality	|__icon	|__screenshot	|__jsonequip__arcsplpwr	|__jsonequip__arcres	|__jsonequip__armor	|__jsonequip__def	|__jsonequip__buyprice	|__jsonequip__atkpwr	|__jsonequip__agi	|__jsonequip__classes	|__jsonequip__cooldown	|__jsonequip__avgbuyout	|__jsonequip__displayid	|__jsonequip__dmgmax1	|__jsonequip__dmgmin1	|__jsonequip__dmgrange	|__jsonequip__dmgtype1	|__jsonequip__dps	|__jsonequip__dura	|__jsonequip__feratkpwr	|__jsonequip__healthrgn	|__jsonequip__firsplpwr	|__jsonequip__itemset	|__jsonequip__firres	|__jsonequip__frores	|__jsonequip__holsplpwr	|__jsonequip__frosplpwr	|__jsonequip__int	|__jsonequip__manargn	|__jsonequip__maxcount	|__jsonequip__mlecritstrkpct	|__jsonequip__mledmgmax	|__jsonequip__mledmgmin	|__jsonequip__mledps	|__jsonequip__mlehitpct	|__jsonequip__mlespeed	|__jsonequip__natsplpwr	|__jsonequip__races	|__jsonequip__reqskill	|__jsonequip__reqskillrank	|__jsonequip__parrypct	|__jsonequip__natres	|__jsonequip__reqfaction	|__jsonequip__reqlevel	|__jsonequip__rgdatkpwr	|__jsonequip__reqrep	|__jsonequip__rgdcritstrkpct	|__jsonequip__rgddmgmax	|__jsonequip__rgddmgmin	|__jsonequip__rgddps	|__jsonequip__rgdspeed	|__jsonequip__rgdhitpct	|__jsonequip__sellprice	|__jsonequip__shasplpwr	|__jsonequip__shares	|__jsonequip__sheathtype	|__jsonequip__slotbak	|__jsonequip__speed	|__jsonequip__splpen	|__jsonequip__splcritstrkpct	|__jsonequip__splhitpct	|__jsonequip__str	|__jsonequip__spi	|__jsonequip__splheal	|__jsonequip__sta	|__jsonequip__splpwr	|__attainable	|__flags2
2534	Rondel	1	inv_sword_31	378333					45431						22140	50	27	1	0	24.06	55													50	27	24.06		1.6								39									9086			3	13	1.6									0	8192
19542	Scout's Blade	3	inv_weapon_shortblade_15	284444							13				32074	92	49	1	0	41.47	65											1		92	49	41.47		1.7								58									59534			3	13	1.7							5		0	8192
22804	Maexxna's Fang	4	inv_knife_1h_stratholme_d_01	120881						36					35709	141	94	1	0	65.28	75											1		141	94	65.28	1	1.8								60								1	199392			3	13	1.8							8		0	8192
2209	Kris	1	inv_sword_32	378331					7115						22139	23	12	1	0	10.94	45													23	12	10.94		1.6								19									1423			3	13	1.6									0	8192
2089	Scrimshaw Dagger	2	inv_weapon_shortblade_01	180141											20407	21	11	1	0	8.89	40													21	11	8.89		1.8																	1113			3	13	1.8							2		0	8192
20720	Dark Whisper Blade	3	inv_weapon_shortblade_16	6291											21620	76.60000153	39.60000114	1	0	41.5	65											1		76.60000153	39.60000114	41.5		1.4								60									60551			3	21	1.4							6	19	0	8192
15245	Vorpal Dagger	2	inv_weapon_shortblade_03	417832										35000	6448	62	33	1	0	29.69	55													62	33	29.69		1.6								45									23284			3	13	1.6									0	8192
2207	Jambiya	1	inv_weapon_shortblade_04	378329					2390						22137	13	7	1	0	7.14	35													13	7	7.14		1.4								11									478			3	13	1.4									0	8192
7947	Ebon Shiv	2	inv_weapon_shortblade_14	247804							9				16130	59	32	1	0	30.33	55													59	32	30.33		1.5								46									24892			3	13	1.5									0	8192
23451	Grand Marshal's Mageblade	4	inv_weapon_shortblade_26	65323											36045	107	59	1	0	41.5	75									8				107	59	41.5		2								60									45671			3	13	2		1					14	72	0	8192
19547	Sentinel's Blade	3	inv_weapon_shortblade_14	234342							11				32075	78	41	1	0	35	65											1		78	41	35		1.7								48									32996			3	13	1.7							5		0	8192
19903	Fang of Venoxis	4	inv_weapon_shortblade_31	17882											32576	72.19999771	35.20000038	1	0	41.31	75									8	6	1		72.19999771	35.20000038	41.31		1.3								60									81895			3	21	1.3					6			24	0	8192
20647	Black Crystal Dagger	2	inv_weapon_shortblade_20	346678											33069	83	44	1	0	35.28	55									3	4	1		83	44	35.28		1.8																	40097			3	21	1.8									0	8192
3581	Serrated Knife	2	inv_weapon_shortblade_01	76585							1				20414	19	10	1	0	9.06	40													19	10	9.06		1.6																	1046			3	13	1.6							1		0	8192
15783	Beasthunter Dagger	2	inv_weapon_shortblade_14	60426											26464	79	42	1	0	35.59	55													79	42	35.59		1.7																	43292			3	13	1.7									0	8192
2208	Poniard	1	inv_sword_12	462994					3650						22142	15	7	1	0	8.46	40													15	7	8.46		1.3								14									730			3	13	1.3									0	8192
21498	Qiraji Sacrificial Dagger	4	inv_weapon_shortblade_12	413869						20					33894	119	64	1	0	48.16	75											1		119	64	48.16		1.9								60									92593			3	13	1.9							15		0	8192
820	Slicer Blade	2	inv_weapon_shortblade_01	86688							2			1200	6470	17	9	1	0	8.67	35													17	9	8.67		1.5								12									947			3	13	1.5									0	8192
4974	Compact Fighting Knife	2	inv_weapon_shortblade_05	69732							1				3006	13	6	1	0	6.33	30													13	6	6.33		1.5																	388			3	13	1.5									0	8192
4947	Jagged Dagger	2	inv_weapon_shortblade_02	58825											20603	12	6	1	0	6	30													12	6	6		1.5																	325			3	13	1.5				1					0	8192
2526	Main Gauche	1	inv_weapon_shortblade_15	378332					19336						22141	35	18	1	0	16.56	55													35	18	16.56		1.6								29									3867			3	13	1.6									0	8192
2020	Hollowfang Blade	2	inv_weapon_shortblade_16	58987										1299	20492	17	8	1	0	8.93	40													17	8	8.93		1.4								13									1049			3	13	1.4				2					0	8192
2266	Stonesplinter Dagger	2	inv_weapon_shortblade_08	111111							1			890	20427	14	7	1	0	7	30													14	7	7		1.5								8									479			3	13	1.5									0	8192
2225	Sharp Kitchen Knife	1	inv_weapon_shortblade_14	120698											20470	10	5	1	0	5	30													10	5	5		1.5																	183			3	13	1.5									0	8192
19543	Scout's Blade	3	inv_weapon_shortblade_15	288230							11				32074	78	41	1	0	35	65											1		78	41	35		1.7								48									34982			3	13	1.7							5		0	8192
2218	Craftsman's Dagger	2	inv_weapon_shortblade_05	69734							1				20451	15	8	1	0	6.76	30													15	8	6.76		1.7																	501			3	13	1.7									0	8192
816	Small Hand Blade	2	inv_weapon_shortblade_01	0							1			450	6472	12	6	1	0	6	30													12	6	6		1.5								6									305			3	13	1.5									0	8192
7166	Copper Dagger	1	inv_weapon_shortblade_14	53000										90	13848	10	5	1	0	5	30													10	5	5		1.5								6									194			3	13	1.5									0	8192
4565	Simple Dagger	1	inv_weapon_shortblade_01	51210											6433	6	3	1	0	2.5	20													6	3	2.5		1.8								1									38			3	13	1.8									0	8192
3786	Shiny Dirk	0	inv_weapon_shortblade_01	218043											6468	27	14	1	0	12.81	55													27	14	12.81		1.6								34									3957			3	13	1.6									0	8192
2763	Fisherman Knife	0	inv_weapon_shortblade_01	444293										175	6437	8	4	1	0	4.29	35													8	4	4.29		1.4								9									240			3	13	1.4									0	8192
2088	Long Crawler Limb	2	inv_misc_bone_06	291112										1598	6455	16	8	1	0	7.5	35													16	8	7.5		1.6								10									729			3	13	1.6							1		0	8192
5112	Ritual Blade	2	inv_weapon_shortblade_02	0							1			2500	20491	14	7	1	0	7.5	35													14	7	7.5		1.4								10									730			3	13	1.4									0	8192
15396	Curvewood Dagger	2	inv_weapon_shortblade_05	3616											26602	14	7	1	0	7	35													14	7	7		1.5																	582			3	13	1.5							1		0	8192
2139	Dirk	1	inv_weapon_shortblade_14	444323					57						22135	3	1	1	0	1.25	18													3	1	1.25		1.6								1									11			3	13	1.6									0	8192
5742	Gemstone Dagger	2	inv_sword_21	0											20569	44	23	1	0	22.33	55					5	5							44	23	22.33		1.5								35									10770			3	13	1.5									0	8192
3296	Deadman Dagger	1	inv_weapon_shortblade_05	277952											6442	2	1	1	0	1.07	18													2	1	1.07		1.4								1									10			3	13	1.4									0	8192
6980	Haggard's Dagger	2	inv_weapon_shortblade_15	0								1			20601	17	9	1	0	7.65	35													17	9	7.65		1.7																	677			3	13	1.7							1		0	8192
7327	Thun'grim's Dagger	2	inv_weapon_shortblade_05	0								1			20398	17	9	1	0	7.65	35													17	9	7.65		1.7																	698			3	13	1.7							1		0	8192
3445	Ceremonial Knife	1	inv_weapon_shortblade_10	52209											20599	10	5	1	0	5.36	30													10	5	5.36		1.4																	226			3	13	1.4									0	8192
4302	Small Green Dagger	1	inv_weapon_shortblade_05	73014											3006	9	4	1	0	4.33	25													9	4	4.33		1.5								5									146			3	13	1.5									0	8192
2484	Small Knife	1	inv_weapon_shortblade_05	0											6442	3	1	1	0	1.43	20													3	1	1.43		1.4								1									17			3	13	1.4									0	8192
2765	Hunting Knife	0	inv_weapon_shortblade_15	471431											20383	16	8	1	0	7.06	45													16	8	7.06		1.7								18									811			3	13	1.7									0	8192
6969	Elunite Dagger	2	inv_weapon_shortblade_05	0								1			20400	17	9	1	0	7.65	35													17	9	7.65		1.7																	701			3	13	1.7							1		0	8192
6981	Umbral Dagger	2	inv_weapon_shortblade_15	0								1			20606	17	9	1	0	7.65	35													17	9	7.65		1.7																	680			3	13	1.7							1		0	8192
2787	Trogg Dagger	1	inv_weapon_shortblade_08	293967											20534	2	1	1	0	1	18													2	1	1		1.5								1									10			3	13	1.5									0	8192
4023	Fine Pointed Dagger	0	inv_weapon_shortblade_05	80362											4119	28	15	1	0	15.36	55													28	15	15.36		1.4								39									6215			3	13	1.4									0	8192
2092	Worn Dagger	1	inv_weapon_shortblade_05	686822											6442	2	1	1	0	0.94	16													2	1	0.94		1.6								1									7			3	13	1.6									0	8192
2766	Deft Stiletto	0	inv_weapon_shortblade_05	463288											6445	17	8	1	0	8.93	55													17	8	8.93		1.4								24									1564			3	13	1.4									0	8192
3222	Wicked Dagger	2	inv_weapon_shortblade_04	0							1				20607	20	10	1	0	9.38	40													20	10	9.38		1.6								14									1203			3	13	1.6				1					0	8192
13822	Spiked Dagger	0	inv_weapon_shortblade_05	218916											4119	40	21	1	0	19.06	55													40	21	19.06		1.6								48									11442			3	13	1.6									0	8192
4840	Long Bayonet	1	inv_weapon_shortblade_05	120675											13908	10	5	1	0	4.41	25													10	5	4.41		1.7																	142			3	13	1.7									0	8192
2138	Sharpened Letter Opener	0	inv_weapon_shortblade_05	52639										35	6460	5	2	1	0	2.06	25													5	2	2.06		1.7								2									38			3	13	1.7									0	8192
3225	Bloodstained Knife	1	inv_weapon_shortblade_01	172969											6437	8	4	1	0	3.75	25													8	4	3.75		1.6								4									109			3	13	1.6									0	8192
10547	Camping Knife	1	inv_weapon_shortblade_01	103993											6472	6	3	1	0	3.21	25													6	3	3.21		1.4																	81			3	13	1.4									0	8192
3268	Forsaken Dagger	1	inv_weapon_shortblade_05	408110											6432	4	2	1	0	1.88	20													4	2	1.88		1.6																	25			3	13	1.6									0	8192
2764	Small Dagger	0	inv_weapon_shortblade_01	461052										298	6444	10	5	1	0	5.36	40													10	5	5.36		1.4								13									440			3	13	1.4									0	8192
2502	Scuffed Dagger	1	inv_weapon_shortblade_01	0											6444	6	3	1	0	3	25													6	3	3		1.5								2									59			3	13	1.5									0	8192
2137	Whittling Knife	1	inv_weapon_shortblade_01	66680											6437	4	2	1	0	2	20													4	2	2		1.5																	24			3	13	1.5									0	8192
7116	Heirloom Dagger	2	inv_weapon_shortblade_15	0								1			20602	17	9	1	0	7.65	35													17	9	7.65		1.7																	685			3	13	1.7							1		0	8192
2195	Anvilmar Knife	1	inv_weapon_shortblade_05	34154											6432	4	2	1	0	1.88	20													4	2	1.88		1.6																	25			3	13	1.6									0	8192
2664	Spinner Fang	2	inv_misc_monsterfang_01	0											20441	18	9	1	0	9	40													18	9	9		1.5								13									1073			3	13	1.5							1		0	8192
5392	Thistlewood Dagger	1	inv_weapon_shortblade_05	104636											6432	5	2	1	0	2.06	20													5	2	2.06		1.7																	25			3	13	1.7									0	8192
2224	Militia Dagger	1	inv_weapon_shortblade_05	83871											6432	4	2	1	0	2	20													4	2	2		1.5																	24			3	13	1.5									0	8192
4925	Primitive Hand Blade	1	inv_weapon_shortblade_05	73267											6457	5	2	1	0	2.06	20													5	2	2.06		1.7																	25			3	13	1.7									0	8192
17738	Claw of Celebras	3	ability_whirlwind	72985											29915	81	43	1	0	34.44	65													81	43	34.44		1.8								47									33351			7	22	1.8									0	8192
2942	Iron Knuckles	3	inv_gauntlets_04	81960											3007	37	19	1	0	16.47	60													37	19	16.47		1.7								21									3663			7	13	1.7									0	8192
18203	Eskhandar's Right Claw	4	inv_misc_monsterclaw_04	346669							4				30595	94	50	1	0	48	75				261							1		94	50	48		1.5								60									90905			7	21	1.5									0	8192
18202	Eskhandar's Left Claw	4	inv_misc_monsterclaw_04	257189							4				30594	94	50	1	0	48	75				261							1		94	50	48		1.5								60									90576			7	22	1.5									0	8192
23242	Claw of the Frost Wyrm	4	inv_weapon_hand_03	1389						22					35818	140	75	1	0	71.67	75											1	1	140	75	71.67	1	1.5								60			1					1	267143			7	22	1.5							8		0	8192
11603	Vilerend Slicer	3	ability_whirlwind	219758											23270	62	33	1	0	33.93	65													62	33	33.93		1.4								46									30656			7	21	1.4									0	8192
7683	Bloody Brass Knuckles	1	inv_gauntlets_11	84281										3000	15720	35	18	1	0	16.56	55													35	18	16.56		1.6								29									3958			7	13	1.6									0	8192
19910	Arlokk's Grasp	4	inv_weapon_hand_01	5482											32615	84.49999809	41.49999905	1	0	42	75				463							1		84.49999809	41.49999905	42		1.5								60									84070			7	22	1.5									0	8192
12795	Blood Talon	3	inv_weapon_shortblade_27	30660											23271	67	35	1	0	39.23	65													67	35	39.23		1.3								55									48821			7	21	1.3									0	8192
19365	Claw of the Black Drake	4	inv_weapon_shortblade_27	2192											31880	191	102	1	0	56.35	75											1	1	191	102	56.35		2.6								60			1						136928			7	21	2.6				13			7		0	8192
19896	Thekal's Grasp	4	inv_weapon_hand_01	117341											32776	135	72	1	0	47.05	75				463							1	1	135	72	47.05		2.2								60			1						85949			7	21	2.2							13		0	8192
21673	Silithid Claw	4	inv_misc_monsterclaw_03	416050						30					34296	120	64	1	0	57.5	75												1	120	64	57.5		1.6								60			1						141169			7	21	1.6									0	8192
13198	Hurd Smasher	3	inv_gauntlets_11	6303											23742	93	49	1	0	39.44	65													93	49	39.44		1.8								55									50851			7	13	1.8									0	8192
11863	White Bone Shredder	2	ability_whirlwind	68710							7				21855	57	30	1	0	31.07	55													57	30	31.07		1.4																	27191			7	22	1.4				4					0	8192
15905	Right-Handed Brass Knuckles	1	inv_gauntlets_04	463004					2130						26592	13	6	1	0	6.79	35													13	6	6.79		1.4								10									426			7	21	1.4									0	8192
18844	High Warlord's Right Claw	4	inv_misc_monsterclaw_03	55558						28					31754	207	138	1	0	59.48	75												1	207	138	59.48		2.9								60			1						49516			7	21	2.9							7		0	8192
22404	Willey's Back Scratcher	3	inv_weapon_shortblade_16	89139						10					34896	136	73	1	0	40.19	65													136	73	40.19		2.6								56									54793			7	21	2.6							12		0	8192
18843	Grand Marshal's Right Hand Blade	4	inv_weapon_shortblade_07	3967						28					32033	207	138	1	0	59.48	75												1	207	138	59.48		2.9								60			1						49339			7	21	2.9							7		0	8192
11744	Bloodfist	3	inv_gauntlets_11	383574											21715	72	38	1	0	36.67	65													72	38	36.67		1.5								51									39242			7	13	1.5									0	8192
18847	Grand Marshal's Left Hand Blade	4	ability_rogue_rupture	55552						28					32032	207	138	1	0	59.48	75												1	207	138	59.48		2.9								60			1						50043			7	22	2.9							7		0	8192
22317	Lefty's Brass Knuckle	3	inv_gauntlets_11	516847							12				23742	78	42	1	0	40	65													78	42	40		1.5								56									52093			7	13	1.5				5					0	8192
13399	Gargoyle Shredder Talons	3	inv_gauntlets_11	258249											24109	91	49	1	0	38.89	65													91	49	38.89		1.8								54									46312			7	22	1.8									0	8192
18848	High Warlord's Left Claw	4	inv_misc_monsterclaw_04	231166						28					31752	207	138	1	0	59.48	75												1	207	138	59.48		2.9								60			1						50215			7	22	2.9							7		0	8192
11743	Rockfist	2	inv_gauntlets_11	0											21714	60	32	1	0	32.86	55													60	32	32.86		1.4								50									30734			7	13	1.4				10					0	8192
15909	Left-Handed Blades	1	inv_gauntlets_07	67823					22107						26597	34	18	1	0	17.33	55													34	18	17.33		1.5								30									4421			7	22	1.5									0	8192
15906	Left-Handed Brass Knuckles	1	inv_gauntlets_04	67820					2138						26592	13	6	1	0	6.79	35													13	6	6.79		1.4								10									427			7	22	1.4									0	8192
15907	Left-Handed Claw	1	inv_gauntlets_07	66008					8237						26594	23	12	1	0	11.67	45													23	12	11.67		1.5								20									1647			7	22	1.5									0	8192
15903	Right-Handed Claw	1	inv_gauntlets_07	67821					8117						26593	23	12	1	0	11.67	45													23	12	11.67		1.5								20									1623			7	21	1.5									0	8192
18462	Jagged Bone Fist	2	inv_gauntlets_13	233853											30813	78	51	1	0	35.83	55													78	51	35.83		1.8								55									41319				21	1.8				8			7		0	8192
15904	Right-Handed Blades	1	inv_gauntlets_07	67822					21708						26596	34	18	1	0	17.33	55													34	18	17.33		1.5								30									4341			7	21	1.5									0	8192
17705	Thrash Blade	3	inv_sword_36	115771											29769	124	66	1	0	35.19	90													124	66	35.19		2.7																	32854			3	13	2.7									0	8192
19019	"Thunderfury, Blessed Blade of the Windseeker"	5	inv_sword_39	426561							5				30606	115.0000034	43.99999886	1	0	41.84	125					8						1		115.0000034	43.99999886	41.84		1.9						9		60									255355			1	13	1.9							8		0	8192
10823	Vanquisher's Sword	3	inv_sword_35	10932						28					20086	86	46	1	0	30	90													86	46	30		2.2																	17796			3	13	2.2									0	8192
6802	Sword of Omen	3	inv_sword_19	69							3				20010	74	39	1	0	29.74	90													74	39	29.74		1.9																	18255			3	13	1.9				9			4		0	8192
6829	Sword of Serenity	3	inv_sword_27	63287											20075	86	46	1	0	30	90													86	46	30		2.2																	18714			3	13	2.2					4		9		0	8192
15806	Mirah's Song	3	inv_sword_34	3532							9				26494	87	57	1	0	40	90													87	57	40		1.8																	51273			3	13	1.8				9					0	8192
12940	Dal'Rend's Sacred Charge	3	inv_sword_43	85068											25648	151	81	1	0	41.43	90				41								1	151	81	41.43		2.8								58			1						54812			3	21	2.8				4					0	8192
16886	Outlaw Sabre	3	inv_sword_33	408137						15					28586	67	35	1	0	18.89	90													67	35	18.89		2.7																	5492			3	13	2.7									0	8192
10847	Dragon's Call	4	inv_sword_38	211826											20571	135	72	1	0	41.4	105													135	72	41.4		2.5								52									56921			3	13	2.5									0	8192
1482	Shadowfang	3	inv_sword_13	468600										15000	20089	55	29	1	0	15.56	75													55	29	15.56		2.7								19									2964			3	21	2.7									0	8192
2244	Krol Blade	4	inv_sword_18	411018											8090	149	80	1	0	40.89	105												1	149	80	40.89		2.8								51			1						51857			3	21	2.8				7			5		0	8192
18348	Quel'Serrar	4	inv_sword_01	7880								3			30994	126	84	1	0	52.5	105											1		126	84	52.5		2								60									112651			3	21	2							12		0	8192
11086	Jang'thraze the Protector	3	inv_sword_43	80479											20031	83	44	1	0	33.42	90											1		83	44	33.42		1.9								45									27403			3	21	1.9									0	8192
